stime,flgs,proto,sport,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,attack_category
1529284204,1000,200,36702,22,32,5538,2000,1529284207,40,2.740944,2.740944,0,2.740944,2.740944,2.740944,15,17,1868,3670,11.309973,5.107729,5.837405,1,Data_Exfiltration
1529284204,1000,200,36704,22,32,5538,2000,1529284208,41,3.205293,3.205293,0,3.205293,3.205293,3.205293,15,17,1868,3670,9.671503,4.367775,4.991744,1,Data_Exfiltration
1529284204,1000,200,36706,22,6,434,4000,1529284204,42,0.065735,0.065735,0,0.065735,0.065735,0.065735,3,3,228,206,76.062981,30.425194,30.425194,1,Data_Exfiltration
1529284204,1000,200,36708,22,32,5538,2000,1529284208,43,3.203701,3.203701,0,3.203701,3.203701,3.203701,14,18,1802,3736,9.676309,4.057807,5.306363,1,Data_Exfiltration
1529284204,1000,200,36710,22,6,434,4000,1529284204,44,0.06589,0.06589,0,0.06589,0.06589,0.06589,3,3,228,206,75.884048,30.353621,30.353621,1,Data_Exfiltration
1529284204,1000,200,36712,22,33,5604,2000,1529284208,45,3.207092,3.207092,0,3.207092,3.207092,3.207092,15,18,1868,3736,9.977886,4.365325,5.300752,1,Data_Exfiltration
1529284204,1000,200,36714,22,6,434,4000,1529284204,46,0.065906,0.065906,0,0.065906,0.065906,0.065906,3,3,228,206,75.865623,30.346249,30.346249,1,Data_Exfiltration
1529284204,1000,200,36716,22,32,5538,2000,1529284208,47,3.135606,3.135606,0,3.135606,3.135606,3.135606,14,18,1802,3736,9.886446,4.145929,5.421599,1,Data_Exfiltration
1529284204,2000,200,36718,22,31,5472,2000,1529284208,48,3.128281,3.128281,0,3.128281,3.128281,3.128281,14,17,1802,3670,9.589931,4.155637,5.11463,1,Data_Exfiltration
1529284204,1000,200,36720,22,32,5538,2000,1529284208,49,3.126403,3.126403,0,3.126403,3.126403,3.126403,14,18,1802,3736,9.915548,4.158133,5.437559,1,Data_Exfiltration
1529284207,1000,200,36722,22,31,5472,2000,1529284211,50,4.477876,4.477876,0,4.477876,4.477876,4.477876,15,16,1868,3604,6.699605,3.126482,3.349802,1,Data_Exfiltration
1529284207,1000,200,36726,22,31,5472,2000,1529284211,51,4.464596,4.464596,0,4.464596,4.464596,4.464596,15,16,1868,3604,6.719533,3.135782,3.359767,1,Data_Exfiltration
1529284207,1000,200,36724,22,6,434,4000,1529284207,52,0.001349,0.001349,0,0.001349,0.001349,0.001349,3,3,228,206,3706.449219,1482.579712,1482.579712,1,Data_Exfiltration
1529284207,1000,200,36728,22,31,5472,2000,1529284211,53,4.447264,4.447264,0,4.447264,4.447264,4.447264,15,16,1868,3604,6.74572,3.148003,3.37286,1,Data_Exfiltration
1529284207,1000,200,36730,22,31,5472,2000,1529284211,54,4.466011,4.466011,0,4.466011,4.466011,4.466011,15,16,1868,3604,6.717404,3.134789,3.358702,1,Data_Exfiltration
1529284207,1000,200,36732,22,31,5472,2000,1529284211,55,4.469018,4.469018,0,4.469018,4.469018,4.469018,15,16,1868,3604,6.712884,3.132679,3.356442,1,Data_Exfiltration
1529284207,1000,200,36734,22,31,5472,2000,1529284211,56,4.453702,4.453702,0,4.453702,4.453702,4.453702,15,16,1868,3604,6.73597,3.143452,3.367985,1,Data_Exfiltration
1529284207,1000,200,36736,22,6,434,4000,1529284207,57,0.002399,0.002399,0,0.002399,0.002399,0.002399,3,3,228,206,2084.20166,833.680664,833.680664,1,Data_Exfiltration
1529284207,1000,200,36738,22,8,554,4000,1529284207,58,0.00129,0.00129,0,0.00129,0.00129,0.00129,4,4,294,260,5426.356445,2325.581299,2325.581299,1,Data_Exfiltration
1529284207,1000,200,36740,22,8,554,4000,1529284207,59,0.000218,0.000218,0,0.000218,0.000218,0.000218,4,4,294,260,32110.0918,13761.46777,13761.46777,1,Data_Exfiltration
1529284207,1000,200,36742,22,30,5422,2000,1529284211,60,4.430756,4.430756,0,4.430756,4.430756,4.430756,14,16,1818,3604,6.545158,2.934036,3.385427,1,Data_Exfiltration
1529284207,1000,200,36744,22,6,428,4000,1529284207,61,0.000177,0.000177,0,0.000177,0.000177,0.000177,3,3,228,200,28248.58789,11299.43555,11299.43555,1,Data_Exfiltration
1529284207,1000,200,36746,22,30,5406,2000,1529284211,62,4.282058,4.282058,0,4.282058,4.282058,4.282058,14,16,1802,3604,6.772445,3.035923,3.502989,1,Data_Exfiltration
1529284207,1000,200,36748,22,6,434,4000,1529284207,63,0.000535,0.000535,0,0.000535,0.000535,0.000535,3,3,228,206,9345.793945,3738.317871,3738.317871,1,Data_Exfiltration
1529284207,1000,200,36750,22,31,5488,2000,1529284211,64,4.280083,4.280083,0,4.280083,4.280083,4.280083,15,16,1884,3604,7.00921,3.270964,3.504605,1,Data_Exfiltration
1529284207,1000,200,36752,22,6,434,4000,1529284207,65,0.000622,0.000622,0,0.000622,0.000622,0.000622,3,3,228,206,8038.584961,3215.434082,3215.434082,1,Data_Exfiltration
1529284207,1000,200,36754,22,30,5422,2000,1529284211,66,4.277641,4.277641,0,4.277641,4.277641,4.277641,14,16,1818,3604,6.779438,3.039058,3.506606,1,Data_Exfiltration
1529284207,1000,200,36756,22,8,554,4000,1529284207,67,0.002095,0.002095,0,0.002095,0.002095,0.002095,4,4,294,260,3341.289062,1431.980957,1431.980957,1,Data_Exfiltration
1529284207,1000,200,36758,22,31,5488,2000,1529284211,68,4.22521,4.22521,0,4.22521,4.22521,4.22521,15,16,1884,3604,7.100238,3.313445,3.550119,1,Data_Exfiltration
1529284207,1000,200,36760,22,6,434,4000,1529284207,69,0.000858,0.000858,0,0.000858,0.000858,0.000858,3,3,228,206,5827.505859,2331.002197,2331.002197,1,Data_Exfiltration
1529284207,1000,200,36764,22,31,5472,2000,1529284211,71,4.222971,4.222971,0,4.222971,4.222971,4.222971,15,16,1868,3604,7.104003,3.315202,3.552002,1,Data_Exfiltration
1529284207,1000,200,36766,22,31,5488,2000,1529284211,72,4.22338,4.22338,0,4.22338,4.22338,4.22338,15,16,1884,3604,7.103315,3.31488,3.551658,1,Data_Exfiltration
1529284207,1000,200,36768,22,6,434,4000,1529284207,73,0.000416,0.000416,0,0.000416,0.000416,0.000416,3,3,228,206,12019.23047,4807.692383,4807.692383,1,Data_Exfiltration
1529284207,1000,200,36770,22,31,5472,2000,1529284211,74,4.208278,4.208278,0,4.208278,4.208278,4.208278,15,16,1868,3604,7.128806,3.326776,3.564403,1,Data_Exfiltration
1529283935,1000,300,138,4444,32,1920,3000,1529285076,11,1141.010742,0.000167,0.000118,0.002678,7.60E-05,0.000568,16,16,960,960,0.027169,0.013146,0.013146,1,Data_Exfiltration
1529284211,1000,200,36774,22,8,554,4000,1529284211,77,0.001172,0.001172,0,0.001172,0.001172,0.001172,4,4,294,260,5972.696289,2559.727051,2559.727051,1,Data_Exfiltration
1529284211,1000,200,36776,22,6,434,4000,1529284211,78,0.002173,0.002173,0,0.002173,0.002173,0.002173,3,3,228,206,2300.966309,920.386536,920.386536,1,Data_Exfiltration
1529284211,1000,200,36780,22,31,5472,2000,1529284214,79,2.417724,2.417724,0,2.417724,2.417724,2.417724,15,16,1868,3604,12.408365,5.79057,6.204183,1,Data_Exfiltration
1529284211,1000,200,36778,22,31,5472,2000,1529284214,80,2.419149,2.419149,0,2.419149,2.419149,2.419149,15,16,1868,3604,12.401055,5.787159,6.200528,1,Data_Exfiltration
1529284211,1000,200,36782,22,31,5472,2000,1529284214,81,2.41977,2.41977,0,2.41977,2.41977,2.41977,15,16,1868,3604,12.397873,5.785674,6.198936,1,Data_Exfiltration
1529284211,1000,200,36786,22,30,5406,2000,1529284214,82,2.399223,2.399223,0,2.399223,2.399223,2.399223,14,16,1802,3604,12.087246,5.418421,6.252024,1,Data_Exfiltration
1529284211,1000,200,36784,22,31,5472,2000,1529284214,83,2.416895,2.416895,0,2.416895,2.416895,2.416895,15,16,1868,3604,12.412621,5.792556,6.20631,1,Data_Exfiltration
1529284211,1000,200,36788,22,6,434,4000,1529284211,84,0.002935,0.002935,0,0.002935,0.002935,0.002935,3,3,228,206,1703.577515,681.43103,681.43103,1,Data_Exfiltration
1529284211,1000,200,36790,22,31,5488,2000,1529284214,85,2.397716,2.397716,0,2.397716,2.397716,2.397716,15,16,1884,3604,12.511907,5.83889,6.255953,1,Data_Exfiltration
1529284211,1000,200,36792,22,31,5472,2000,1529284214,86,2.390401,2.390401,0,2.390401,2.390401,2.390401,15,16,1868,3604,12.550196,5.856758,6.275098,1,Data_Exfiltration
1529284211,1000,200,36794,22,33,5796,2000,1529284215,87,4.11607,4.11607,0,4.11607,4.11607,4.11607,15,18,1980,3816,7.774406,3.401303,4.130154,1,Data_Exfiltration
1529284211,1000,200,36796,22,31,5472,2000,1529284214,88,2.389486,2.389486,0,2.389486,2.389486,2.389486,15,16,1868,3604,12.555001,5.859001,6.277501,1,Data_Exfiltration
1529284211,1000,200,36798,22,31,5472,2000,1529284214,89,2.398324,2.398324,0,2.398324,2.398324,2.398324,15,16,1868,3604,12.508736,5.83741,6.254368,1,Data_Exfiltration
1529284211,1000,200,36800,22,31,5472,2000,1529284214,90,2.399472,2.399472,0,2.399472,2.399472,2.399472,15,16,1868,3604,12.50275,5.834617,6.251375,1,Data_Exfiltration
1529284211,1000,200,36802,22,31,5472,2000,1529284214,91,2.392082,2.392082,0,2.392082,2.392082,2.392082,15,16,1868,3604,12.541376,5.852642,6.270688,1,Data_Exfiltration
1529284211,1000,200,36804,22,6,434,4000,1529284211,92,0.005769,0.005769,0,0.005769,0.005769,0.005769,3,3,228,206,866.701355,346.680542,346.680542,1,Data_Exfiltration
1529284211,1000,200,36806,22,6,434,4000,1529284211,93,0.004213,0.004213,0,0.004213,0.004213,0.004213,3,3,228,206,1186.802734,474.721069,474.721069,1,Data_Exfiltration
1529284211,1000,200,36808,22,31,5488,2000,1529284214,94,2.390069,2.390069,0,2.390069,2.390069,2.390069,15,16,1884,3604,12.551939,5.857572,6.27597,1,Data_Exfiltration
1529284211,1000,200,36810,22,31,5488,2000,1529284214,95,2.377669,2.377669,0,2.377669,2.377669,2.377669,15,16,1884,3604,12.617399,5.88812,6.3087,1,Data_Exfiltration
1529284212,1000,200,40279,135,10,808,2000,1529284212,97,0.000955,0.000955,0,0.000955,0.000955,0.000955,6,4,476,332,9424.083984,5235.602051,3141.361328,1,Data_Exfiltration
1529284207,1000,200,36772,22,34,5846,2000,1529284213,75,6.127956,1.997054,1.992679,3.994108,0.004375,3.989733,16,18,2030,3816,5.385156,2.447798,2.774171,1,Data_Exfiltration
1529284213,1000,200,36812,22,30,5422,2000,1529284215,98,1.860028,1.860028,0,1.860028,1.860028,1.860028,14,16,1818,3604,15.591163,6.989142,8.064395,1,Data_Exfiltration
1529284207,3000,200,36762,22,34,5846,2000,1529284213,70,6.359021,2.107729,2.106623,4.215458,0.001106,4.214352,16,18,2030,3816,5.189478,2.358854,2.673368,1,Data_Exfiltration
1529284213,1000,200,36814,22,30,5422,2000,1529284215,99,1.856721,1.856721,0,1.856721,1.856721,1.856721,14,16,1818,3604,15.618932,7.00159,8.078758,1,Data_Exfiltration
1529284214,1000,200,36816,22,30,5422,2000,1529284216,100,1.9377,1.9377,0,1.9377,1.9377,1.9377,14,16,1818,3604,14.966197,6.708985,7.741136,1,Data_Exfiltration
1529284214,1000,200,36818,22,6,434,4000,1529284214,101,0.001102,0.001102,0,0.001102,0.001102,0.001102,3,3,228,206,4537.205078,1814.881958,1814.881958,1,Data_Exfiltration
1529284214,1000,200,36820,22,31,5472,2000,1529284216,102,1.978869,1.978869,0,1.978869,1.978869,1.978869,15,16,1868,3604,15.160175,7.074749,7.580088,1,Data_Exfiltration
1529284214,1000,200,36822,22,31,5472,2000,1529284216,103,1.979787,1.979787,0,1.979787,1.979787,1.979787,15,16,1868,3604,15.153146,7.071468,7.576573,1,Data_Exfiltration
1529284214,1000,200,36824,22,31,5472,2000,1529284216,104,1.963136,1.963136,0,1.963136,1.963136,1.963136,15,16,1868,3604,15.281672,7.131447,7.640836,1,Data_Exfiltration
1529284214,1000,200,36826,22,31,5472,2000,1529284216,105,1.983313,1.983313,0,1.983313,1.983313,1.983313,15,16,1868,3604,15.126205,7.058896,7.563103,1,Data_Exfiltration
1529284214,1000,200,36828,22,6,434,4000,1529284214,106,0.001709,0.001709,0,0.001709,0.001709,0.001709,3,3,228,206,2925.6875,1170.275024,1170.275024,1,Data_Exfiltration
1529284214,1000,200,36830,22,31,5472,2000,1529284216,107,1.961794,1.961794,0,1.961794,1.961794,1.961794,15,16,1868,3604,15.292126,7.136325,7.646063,1,Data_Exfiltration
1529284214,1000,200,36832,22,31,5488,2000,1529284216,108,1.959604,1.959604,0,1.959604,1.959604,1.959604,15,16,1884,3604,15.309216,7.1443,7.654608,1,Data_Exfiltration
1529284214,1000,200,36834,22,31,5472,2000,1529284216,109,1.956302,1.956302,0,1.956302,1.956302,1.956302,15,16,1868,3604,15.335055,7.156359,7.667528,1,Data_Exfiltration
1529284214,1000,200,36836,22,31,5472,2000,1529284216,110,1.9602,1.9602,0,1.9602,1.9602,1.9602,15,16,1868,3604,15.304561,7.142128,7.65228,1,Data_Exfiltration
1529284214,1000,200,36838,22,30,5406,2000,1529284216,111,1.960886,1.960886,0,1.960886,1.960886,1.960886,14,16,1802,3604,14.789233,6.629656,7.649603,1,Data_Exfiltration
1529284214,1000,200,36840,22,31,5472,2000,1529284216,112,1.955268,1.955268,0,1.955268,1.955268,1.955268,15,16,1868,3604,15.343165,7.160144,7.671583,1,Data_Exfiltration
1529284214,1000,200,36842,22,30,5406,2000,1529284216,113,1.95663,1.95663,0,1.95663,1.95663,1.95663,14,16,1802,3604,14.821403,6.644077,7.666243,1,Data_Exfiltration
1529284214,1000,100,5353,5353,1,180,1000,1529284214,114,0,0,0,0,0,0,1,0,180,0,0,0,0,0,Normal
1529284214,1000,100,5353,5353,1,160,1000,1529284214,115,0,0,0,0,0,0,1,0,160,0,0,0,0,0,Normal
1529284214,1000,200,36844,22,30,5406,2000,1529284216,116,1.847452,1.847452,0,1.847452,1.847452,1.847452,14,16,1802,3604,15.697295,7.036718,8.11929,1,Data_Exfiltration
1529284215,1000,200,36846,22,28,5204,4000,1529284218,117,2.467889,2.467889,0,2.467889,2.467889,2.467889,13,15,1666,3538,10.940524,4.862455,5.672864,1,Data_Exfiltration
1529284215,1000,200,36848,22,29,5270,4000,1529284218,118,2.457678,2.457678,0,2.457678,2.457678,2.457678,14,15,1732,3538,11.392867,5.289546,5.696434,1,Data_Exfiltration
1529284215,1000,200,36850,22,8,554,4000,1529284215,119,0.001158,0.001158,0,0.001158,0.001158,0.001158,4,4,294,260,6044.905273,2590.673584,2590.673584,1,Data_Exfiltration
1529284216,1000,200,36852,22,6,434,4000,1529284216,120,0.000332,0.000332,0,0.000332,0.000332,0.000332,3,3,228,206,15060.24121,6024.09668,6024.09668,1,Data_Exfiltration
1529284216,1000,200,36854,22,28,5204,4000,1529284218,121,2.523086,2.523086,0,2.523086,2.523086,2.523086,13,15,1666,3538,10.70118,4.75608,5.54876,1,Data_Exfiltration
1529284216,1000,200,36856,22,6,434,4000,1529284216,122,0.001258,0.001258,0,0.001258,0.001258,0.001258,3,3,228,206,3974.562744,1589.825073,1589.825073,1,Data_Exfiltration
1529284216,1000,200,36860,22,6,434,4000,1529284216,123,0.00211,0.00211,0,0.00211,0.00211,0.00211,3,3,228,206,2369.668213,947.86731,947.86731,1,Data_Exfiltration
1529284216,1000,200,36858,22,28,5204,4000,1529284218,124,2.612467,2.612467,0,2.612467,2.612467,2.612467,14,14,1732,3472,10.335058,4.97614,4.97614,1,Data_Exfiltration
1529284216,1000,200,36864,22,28,5204,4000,1529284218,125,2.603831,2.603831,0,2.603831,2.603831,2.603831,13,15,1666,3538,10.369336,4.608594,5.376693,1,Data_Exfiltration
1529284216,1000,200,36862,22,29,5270,4000,1529284218,126,2.611293,2.611293,0,2.611293,2.611293,2.611293,14,15,1732,3538,10.722657,4.978376,5.361329,1,Data_Exfiltration
1529284216,1000,200,36866,22,29,5244,2000,1529284218,127,2.779475,2.779475,0,2.779475,2.779475,2.779475,14,15,1738,3506,10.073845,4.677142,5.036922,1,Data_Exfiltration
1529284216,1000,200,36868,22,6,434,4000,1529284216,128,0.002572,0.002572,0,0.002572,0.002572,0.002572,3,3,228,206,1944.012451,777.60498,777.60498,1,Data_Exfiltration
1529284216,1000,200,36870,22,6,434,4000,1529284216,129,0.002512,0.002512,0,0.002512,0.002512,0.002512,3,3,228,206,1990.445801,796.178345,796.178345,1,Data_Exfiltration
1529284216,1000,200,36872,22,29,5270,4000,1529284218,130,2.600547,2.600547,0,2.600547,2.600547,2.600547,14,15,1732,3538,10.766965,4.998948,5.383482,1,Data_Exfiltration
1529284216,1000,200,36874,22,30,5336,4000,1529284218,131,2.622177,2.622177,0,2.622177,2.622177,2.622177,14,16,1732,3604,11.059513,4.957713,5.720438,1,Data_Exfiltration
1529284216,1000,200,36876,22,29,5270,4000,1529284218,132,2.621137,2.621137,0,2.621137,2.621137,2.621137,14,15,1732,3538,10.682387,4.95968,5.341194,1,Data_Exfiltration
1529284216,1000,200,36878,22,30,5336,4000,1529284218,133,2.621481,2.621481,0,2.621481,2.621481,2.621481,14,16,1732,3604,11.062449,4.959029,5.721957,1,Data_Exfiltration
1529284216,1000,200,36880,22,6,434,4000,1529284216,134,0.0045,0.0045,0,0.0045,0.0045,0.0045,3,3,228,206,1111.111206,444.444458,444.444458,1,Data_Exfiltration
1529284216,1000,200,36882,22,27,5138,4000,1529284218,135,2.608944,2.608944,0,2.608944,2.608944,2.608944,13,14,1666,3472,9.965718,4.599562,4.982859,1,Data_Exfiltration
1529284216,1000,200,36884,22,6,434,4000,1529284216,136,0.005675,0.005675,0,0.005675,0.005675,0.005675,3,3,228,206,881.057251,352.422913,352.422913,1,Data_Exfiltration
1529284216,1000,200,36886,22,6,434,4000,1529284216,137,0.008312,0.008312,0,0.008312,0.008312,0.008312,3,3,228,206,601.539917,240.615982,240.615982,1,Data_Exfiltration
1529284216,1000,200,36888,22,27,5138,4000,1529284218,138,2.579829,2.579829,0,2.579829,2.579829,2.579829,13,14,1666,3472,10.078187,4.651471,5.039093,1,Data_Exfiltration
1529284216,1000,200,36890,22,27,5138,4000,1529284218,139,2.575216,2.575216,0,2.575216,2.575216,2.575216,13,14,1666,3472,10.09624,4.659803,5.04812,1,Data_Exfiltration
1529284216,1000,200,36892,22,28,5204,4000,1529284218,140,2.569325,2.569325,0,2.569325,2.569325,2.569325,14,14,1732,3472,10.508596,5.059695,5.059695,1,Data_Exfiltration
1529284216,1000,200,36894,22,27,5138,4000,1529284218,141,2.516972,2.516972,0,2.516972,2.516972,2.516972,13,14,1666,3472,10.329872,4.767633,5.164936,1,Data_Exfiltration
1529284212,1000,200,33495,445,39,66553,4000,1529284222,96,10.072398,0.03156,0.03111,0.063119,0.000449,0.06267,17,22,64771,1782,3.772686,1.5885,2.084906,1,Data_Exfiltration
1529284228,1000,200,46307,22,68,11618,3000,1529284256,142,28.441805,1.475531,0.837133,4.426592,0.736925,2.646104,32,36,5302,6316,2.355687,1.089945,1.230583,1,Data_Exfiltration
1529284254,2000,200,50032,4433,102000,416783392,3000,1529284808,143,554.078552,4.61626,0.856792,198.499176,0.509618,4.999951,82836,19164,414580857,2202535,184.087616,149.500458,34.58535,1,Data_Exfiltration
1529283903,4000,200,80,8080,154524,150586104,3000,1529285155,1,1252.18335,4.912128,0.495819,982.425598,0.11183,4.999955,77262,77262,72871372,77714732,123.402855,61.701027,61.701027,0,Normal
1529283903,1000,100,3456,80,211723,205967491,3000,1529285355,2,1451.931396,4.887452,0.557124,1348.936646,0.124282,4.999977,105862,105861,100585068,105382423,145.820938,72.910469,72.909782,0,Normal
1529283903,1000,100,80,80,109100,104676970,1000,1529285355,3,1451.931396,4.885636,0.55851,1387.52063,0.111865,4.99999,109100,0,104676970,0,75.140602,75.140602,0,0,Normal
1529283903,1000,200,80,80,113651,106386339,3000,1529285355,4,1451.931396,4.888326,0.547914,1446.944458,0.111861,4.999993,113651,0,106386339,0,78.275047,78.275047,0,0,Normal
1529283908,2000,200,49160,4444,18748,475554313,4000,1529284704,9,796.555359,2.494226,2.068144,271.870667,0.498979,4.998679,10036,8712,474734399,819914,23.535088,12.597995,10.935838,1,Data_Exfiltration
1529283903,1000,200,0,22,68190,48468828,3000,1529285355,7,1451.902954,4.878074,0.566837,1443.909912,0.0585,4.999984,68190,0,48468828,0,46.96526,46.96526,0,0,Normal
1529283903,1000,100,365,22,61091,3665460,1000,1529285355,5,1451.931519,4.876519,0.570058,1443.449707,0.049774,4.99997,61091,0,3665460,0,42.074986,42.074986,0,0,Normal
1529283903,1000,200,80,22,38359,11354264,3000,1529285355,6,1451.915405,4.878789,0.53337,1439.242798,0.603979,4.999936,38359,0,11354264,0,26.418894,26.418894,0,0,Normal
1529283904,5000,200,50850,8883,2478,579516,3000,1529285352,8,1447.922485,3.812114,0.969525,1120.761353,0,4.999966,1239,1239,497742,81774,1.710727,0.855022,0.855018,0,Normal
1529284271,3000,200,4433,50032,148354,769977917,3000,1529285303,10,1031.610107,4.295446,1.3706,373.703827,0.000156,4.999312,30186,118168,2152147,767825770,143.807236,29.260086,114.546181,1,Data_Exfiltration
1529284262,3000,200,4444,49160,29924,819121948,3000,1529285355,1,1093.182129,4.318206,1.311347,410.229553,0.051552,4.999969,13871,16053,998898,818123050,27.372383,12.68773,14.683738,1,Data_Exfiltration
1529284262,4000,200,8080,22,72778,70927486,3000,1529285355,3,1093.176392,4.839635,0.639072,464.60495,0.987489,4.999962,36389,36389,36601157,34326329,66.573883,33.286484,33.286484,0,Normal
1529284492,1000,300,138,53,2,120,3000,1529284492,11,6.60E-05,6.60E-05,0,6.60E-05,6.60E-05,6.60E-05,1,1,60,60,15151.51465,0,0,0,Normal
1529284492,1000,100,52670,53,2,225,3000,1529284492,12,0.000446,0.000446,0,0.000446,0.000446,0.000446,1,1,85,140,2242.152588,0,0,0,Normal
1529284587,1000,300,0,80,2,120,3000,1529284587,12,5.20E-05,5.20E-05,0,5.20E-05,5.20E-05,5.20E-05,1,1,60,60,19230.76953,0,0,0,Normal
1529284744,1000,100,49844,123,2,180,3000,1529284744,10,0.288762,0.288762,0,0.288762,0.288762,0.288762,1,1,90,90,3.463059,0,0,0,Normal
1529284744,1000,100,49421,123,2,180,3000,1529284744,11,0.049022,0.049022,0,0.049022,0.049022,0.049022,1,1,90,90,20.399004,0,0,0,Normal
1529284744,1000,300,0,4433,2,120,3000,1529284744,12,0.000154,0.000154,0,0.000154,0.000154,0.000154,1,1,60,60,6493.506836,0,0,0,Normal
1529284744,1000,300,0,0,2,102,3000,1529284744,13,2.40E-05,2.40E-05,0,2.40E-05,2.40E-05,2.40E-05,1,1,60,42,41666.66406,0,0,0,Normal
1529284749,1000,300,5353,53,2,102,3000,1529284749,14,0.000295,0.000295,0,0.000295,0.000295,0.000295,1,1,42,60,3389.830566,0,0,0,Normal
1529284749,1000,300,4433,53,2,120,3000,1529284749,15,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,1,60,60,8928.571289,0,0,0,Normal
1529284808,1000,100,80,3456,15579,15156281,3000,1529284907,4,98.310432,4.904157,0.391697,98.083145,3.196841,4.999384,7790,7789,7754473,7401808,158.457245,79.228622,79.218452,0,Normal
1529285007,1000,300,50850,4433,12,720,3000,1529285308,14,300.449127,0.000115,5.70E-05,0.00069,2.90E-05,0.000185,6,6,360,360,0.036612,0.016642,0.016642,1,Data_Exfiltration
1529285007,1000,300,49421,22,12,720,3000,1529285308,15,300.29007,3.40E-05,2.50E-05,0.000204,3.00E-06,6.80E-05,6,6,360,360,0.036631,0.016651,0.016651,1,Data_Exfiltration
1528104223,1000,100,59322,53,2,225,3000,1528104223,11,0.00031,0.00031,0,0.00031,0.00031,0.00031,1,1,85,140,3225.806396,0,0,0,Normal
1528104342,1000,100,49035,123,2,180,3000,1528104342,12,0.04934,0.04934,0,0.04934,0.04934,0.04934,1,1,90,90,20.267532,0,0,0,Normal
1528104342,1000,300,0,4433,2,120,3000,1528104342,13,0.000155,0.000155,0,0.000155,0.000155,0.000155,1,1,60,60,6451.612793,0,0,0,Normal
1528104347,1000,300,4433,0,2,120,3000,1528104347,14,9.30E-05,9.30E-05,0,9.30E-05,9.30E-05,9.30E-05,1,1,60,60,10752.6875,0,0,0,Normal
1528104397,1000,400,133,0,1,70,5000,1528104397,15,0,0,0,0,0,0,1,0,70,0,0,0,0,0,Normal
1528104433,1000,100,17774,53,2,201,3000,1528104434,16,0.144512,0.144512,0,0.144512,0.144512,0.144512,1,1,98,103,6.919841,0,0,0,Normal
1528104434,1000,100,39101,53,2,1301,3000,1528104434,17,0.015232,0.015232,0,0.015232,0.015232,0.015232,1,1,85,1216,65.65126,0,0,0,Normal
1528104434,1000,100,46560,53,2,1401,3000,1528104434,18,0.014665,0.014665,0,0.014665,0.014665,0.014665,1,1,70,1331,68.189568,0,0,0,Normal
